SYMBOL,INTERVAL NO. 1,INTERVAL NO. 2,INTERVAL NO. 3,INTERVAL NO. 4,INTERVAL NO. 5,INTERVAL NO. 6,INTERVAL NO. 7,INTERVAL NO. 8,INTERVAL NO. 9,INTERVAL NO. 10,MAX FREQ.
CANBK,"(226.0, 233.7, 66)","(233.7, 241.4, 27)","(241.4, 249.1, 383)","(249.1, 256.8, 588)","(256.8, 264.5, 955)","(264.5, 272.2, 619)","(272.2, 279.9, 295)","(279.9, 287.6, 608)","(287.6, 295.3, 133)","(295.3, 303.0, 92)","(256.8, 264.5, 92)"
CANDC,"(40.0, 42.8, 73)","(42.8, 45.6, 142)","(45.6, 48.4, 345)","(48.4, 51.2, 458)","(51.2, 54.0, 581)","(54.0, 56.8, 389)","(56.8, 59.6, 253)","(59.6, 62.4, 101)","(62.4, 65.2, 49)","(65.2, 68.0, 62)","(51.2, 54.0, 62)"
CANFINHOME,"(382.0, 399.6, 221)","(399.6, 417.2, 381)","(417.2, 434.8, 310)","(434.8, 452.4, 1170)","(452.4, 470.0, 171)","(470.0, 487.6, 51)","(487.6, 505.2, 147)","(505.2, 522.8, 534)","(522.8, 540.4, 502)","(540.4, 558.0, 269)","(434.8, 452.4, 269)"
CANTABIL,"(107.0, 111.5, 66)","(111.5, 116.0, 55)","(116.0, 120.5, 202)","(120.5, 125.0, 336)","(125.0, 129.5, 452)","(129.5, 134.0, 115)","(134.0, 138.5, 483)","(138.5, 143.0, 263)","(143.0, 147.5, 124)","(147.5, 152.0, 31)","(134.0, 138.5, 31)"
CAPACITE,"(292.0, 300.2, 261)","(300.2, 308.4, 310)","(308.4, 316.6, 397)","(316.6, 324.8, 228)","(324.8, 333.0, 474)","(333.0, 341.2, 565)","(341.2, 349.4, 432)","(349.4, 357.6, 371)","(357.6, 365.8, 592)","(365.8, 374.0, 112)","(357.6, 365.8, 112)"
CAPF,"(574.0, 584.8, 58)","(584.8, 595.6, 113)","(595.6, 606.4, 41)","(606.4, 617.2, 224)","(617.2, 628.0, 328)","(628.0, 638.8, 769)","(638.8, 649.6, 1079)","(649.6, 660.4, 854)","(660.4, 671.2, 218)","(671.2, 682.0, 70)","(638.8, 649.6, 70)"
CAPLIPOINT,"(538.0, 547.1, 59)","(547.1, 556.2, 67)","(556.2, 565.3, 69)","(565.3, 574.4, 192)","(574.4, 583.5, 369)","(583.5, 592.6, 496)","(592.6, 601.7, 1105)","(601.7, 610.8, 864)","(610.8, 619.9, 154)","(619.9, 629.0, 43)","(592.6, 601.7, 43)"
CAPTRUST,"(334.0, 348.9, 23)","(348.9, 363.8, 205)","(363.8, 378.7, 183)","(378.7, 393.6, 104)","(393.6, 408.5, 391)","(408.5, 423.4, 278)","(423.4, 438.3, 266)","(438.3, 453.2, 106)","(453.2, 468.1, 111)","(468.1, 483.0, 12)","(393.6, 408.5, 12)"
CARBORUNIV,"(332.0, 337.4, 122)","(337.4, 342.8, 236)","(342.8, 348.2, 601)","(348.2, 353.6, 550)","(353.6, 359.0, 194)","(359.0, 364.4, 720)","(364.4, 369.8, 556)","(369.8, 375.2, 410)","(375.2, 380.6, 88)","(380.6, 386.0, 8)","(359.0, 364.4, 8)"
CAREERP,"(104.0, 106.7, 72)","(106.7, 109.4, 301)","(109.4, 112.1, 150)","(112.1, 114.8, 176)","(114.8, 117.5, 623)","(117.5, 120.2, 314)","(120.2, 122.9, 189)","(122.9, 125.6, 471)","(125.6, 128.3, 495)","(128.3, 131.0, 59)","(114.8, 117.5, 59)"
CARERATING,"(1185.0, 1203.9, 208)","(1203.9, 1222.8, 64)","(1222.8, 1241.7, 303)","(1241.7, 1260.6, 365)","(1260.6, 1279.5, 944)","(1279.5, 1298.4, 579)","(1298.4, 1317.3, 265)","(1317.3, 1336.2, 339)","(1336.2, 1355.1, 380)","(1355.1, 1374.0, 201)","(1260.6, 1279.5, 201)"
CASTEXTECH,"(2.0, 2.3, 0)","(2.3, 2.6, 65)","(2.6, 2.9, 379)","(2.9, 3.2, 309)","(3.2, 3.5, 143)","(3.5, 3.8, 453)","(3.8, 4.1, 234)","(4.1, 4.4, 739)","(4.4, 4.7, 715)","(4.7, 5.0, 132)","(4.1, 4.4, 132)"
CASTROLIND,"(177.0, 180.7, 214)","(180.7, 184.4, 238)","(184.4, 188.1, 71)","(188.1, 191.8, 2)","(191.8, 195.5, 190)","(195.5, 199.2, 404)","(199.2, 202.9, 829)","(202.9, 206.6, 1107)","(206.6, 210.3, 655)","(210.3, 214.0, 41)","(202.9, 206.6, 41)"
CCCL,"(3.0, 3.2, 0)","(3.2, 3.4, 0)","(3.4, 3.6, 15)","(3.6, 3.8, 35)","(3.8, 4.0, 464)","(4.0, 4.2, 421)","(4.2, 4.4, 223)","(4.4, 4.6, 268)","(4.6, 4.8, 153)","(4.8, 5.0, 2)","(3.8, 4.0, 2)"
CCHHL,"(10.0, 10.5, 0)","(10.5, 11.0, 1)","(11.0, 11.5, 220)","(11.5, 12.0, 213)","(12.0, 12.5, 480)","(12.5, 13.0, 521)","(13.0, 13.5, 585)","(13.5, 14.0, 413)","(14.0, 14.5, 125)","(14.5, 15.0, 0)","(13.0, 13.5, 0)"
CCL,"(276.0, 280.2, 166)","(280.2, 284.4, 280)","(284.4, 288.6, 356)","(288.6, 292.8, 858)","(292.8, 297.0, 606)","(297.0, 301.2, 308)","(301.2, 305.4, 146)","(305.4, 309.6, 251)","(309.6, 313.8, 288)","(313.8, 318.0, 6)","(288.6, 292.8, 6)"
CDSL,"(275.0, 279.6, 64)","(279.6, 284.2, 641)","(284.2, 288.8, 638)","(288.8, 293.4, 559)","(293.4, 298.0, 471)","(298.0, 302.6, 567)","(302.6, 307.2, 430)","(307.2, 311.8, 212)","(311.8, 316.4, 38)","(316.4, 321.0, 133)","(279.6, 284.2, 133)"
CEATLTD,"(1416.0, 1441.0, 206)","(1441.0, 1466.0, 180)","(1466.0, 1491.0, 100)","(1491.0, 1516.0, 294)","(1516.0, 1541.0, 477)","(1541.0, 1566.0, 493)","(1566.0, 1591.0, 556)","(1591.0, 1616.0, 908)","(1616.0, 1641.0, 345)","(1641.0, 1666.0, 195)","(1591.0, 1616.0, 195)"
CEBBCO,"(14.0, 14.5, 67)","(14.5, 15.0, 254)","(15.0, 15.5, 326)","(15.5, 16.0, 194)","(16.0, 16.5, 295)","(16.5, 17.0, 239)","(17.0, 17.5, 140)","(17.5, 18.0, 239)","(18.0, 18.5, 11)","(18.5, 19.0, 0)","(15.0, 15.5, 0)"
CELEBRITY,"(14.0, 14.6, 40)","(14.6, 15.2, 302)","(15.2, 15.8, 357)","(15.8, 16.4, 433)","(16.4, 17.0, 484)","(17.0, 17.6, 279)","(17.6, 18.2, 112)","(18.2, 18.8, 63)","(18.8, 19.4, 78)","(19.4, 20.0, 4)","(16.4, 17.0, 4)"
CELESTIAL,"(12.0, 12.6, 24)","(12.6, 13.2, 56)","(13.2, 13.8, 132)","(13.8, 14.4, 297)","(14.4, 15.0, 275)","(15.0, 15.6, 576)","(15.6, 16.2, 325)","(16.2, 16.8, 225)","(16.8, 17.4, 90)","(17.4, 18.0, 0)","(15.0, 15.6, 0)"
CENTENKA,"(292.0, 301.3, 181)","(301.3, 310.6, 222)","(310.6, 319.9, 502)","(319.9, 329.2, 341)","(329.2, 338.5, 502)","(338.5, 347.8, 255)","(347.8, 357.1, 208)","(357.1, 366.4, 368)","(366.4, 375.7, 542)","(375.7, 385.0, 182)","(366.4, 375.7, 182)"
CENTEXT,"(4.0, 4.3, 0)","(4.3, 4.6, 4)","(4.6, 4.9, 88)","(4.9, 5.2, 117)","(5.2, 5.5, 273)","(5.5, 5.8, 445)","(5.8, 6.1, 776)","(6.1, 6.4, 486)","(6.4, 6.7, 11)","(6.7, 7.0, 0)","(5.8, 6.1, 0)"
CENTRALBK,"(63.0, 65.5, 335)","(65.5, 68.0, 146)","(68.0, 70.5, 1394)","(70.5, 73.0, 953)","(73.0, 75.5, 608)","(75.5, 78.0, 98)","(78.0, 80.5, 104)","(80.5, 83.0, 11)","(83.0, 85.5, 22)","(85.5, 88.0, 59)","(68.0, 70.5, 59)"
CENTRUM,"(52.0, 53.5, 11)","(53.5, 55.0, 142)","(55.0, 56.5, 149)","(56.5, 58.0, 210)","(58.0, 59.5, 312)","(59.5, 61.0, 106)","(61.0, 62.5, 628)","(62.5, 64.0, 287)","(64.0, 65.5, 33)","(65.5, 67.0, 5)","(61.0, 62.5, 5)"
CENTUM,"(481.0, 494.6, 94)","(494.6, 508.2, 161)","(508.2, 521.8, 126)","(521.8, 535.4, 412)","(535.4, 549.0, 448)","(549.0, 562.6, 154)","(562.6, 576.2, 107)","(576.2, 589.8, 61)","(589.8, 603.4, 118)","(603.4, 617.0, 31)","(535.4, 549.0, 31)"
CENTURYPLY,"(301.0, 307.3, 260)","(307.3, 313.6, 348)","(313.6, 319.9, 157)","(319.9, 326.2, 871)","(326.2, 332.5, 768)","(332.5, 338.8, 211)","(338.8, 345.1, 318)","(345.1, 351.4, 485)","(351.4, 357.7, 292)","(357.7, 364.0, 37)","(319.9, 326.2, 37)"
CENTURYTEX,"(1066.0, 1086.8, 209)","(1086.8, 1107.6, 210)","(1107.6, 1128.4, 235)","(1128.4, 1149.2, 224)","(1149.2, 1170.0, 537)","(1170.0, 1190.8, 302)","(1190.8, 1211.6, 629)","(1211.6, 1232.4, 996)","(1232.4, 1253.2, 297)","(1253.2, 1274.0, 116)","(1211.6, 1232.4, 116)"
CERA,"(2948.0, 3002.3, 171)","(3002.3, 3056.6, 228)","(3056.6, 3110.9, 101)","(3110.9, 3165.2, 197)","(3165.2, 3219.5, 642)","(3219.5, 3273.8, 718)","(3273.8, 3328.1, 309)","(3328.1, 3382.4, 588)","(3382.4, 3436.7, 211)","(3436.7, 3491.0, 53)","(3219.5, 3273.8, 53)"
CEREBRAINT,"(49.0, 51.4, 66)","(51.4, 53.8, 613)","(53.8, 56.2, 408)","(56.2, 58.6, 544)","(58.6, 61.0, 104)","(61.0, 63.4, 248)","(63.4, 65.8, 461)","(65.8, 68.2, 252)","(68.2, 70.6, 384)","(70.6, 73.0, 245)","(51.4, 53.8, 245)"
CESC,"(866.0, 888.6, 191)","(888.6, 911.2, 88)","(911.2, 933.8, 115)","(933.8, 956.4, 83)","(956.4, 979.0, 526)","(979.0, 1001.6, 723)","(1001.6, 1024.2, 423)","(1024.2, 1046.8, 754)","(1046.8, 1069.4, 690)","(1069.4, 1092.0, 168)","(1024.2, 1046.8, 168)"
CGCL,"(78.0, 80.5, 46)","(80.5, 83.0, 117)","(83.0, 85.5, 75)","(85.5, 88.0, 306)","(88.0, 90.5, 364)","(90.5, 93.0, 352)","(93.0, 95.5, 523)","(95.5, 98.0, 360)","(98.0, 100.5, 177)","(100.5, 103.0, 54)","(93.0, 95.5, 54)"
CGPOWER,"(73.0, 74.2, 86)","(74.2, 75.4, 36)","(75.4, 76.6, 146)","(76.6, 77.8, 288)","(77.8, 79.0, 373)","(79.0, 80.2, 467)","(80.2, 81.4, 839)","(81.4, 82.6, 969)","(82.6, 83.8, 474)","(83.8, 85.0, 69)","(81.4, 82.6, 69)"
CHAMBLFERT,"(151.0, 156.9, 290)","(156.9, 162.8, 289)","(162.8, 168.7, 1433)","(168.7, 174.6, 289)","(174.6, 180.5, 346)","(180.5, 186.4, 201)","(186.4, 192.3, 147)","(192.3, 198.2, 344)","(198.2, 204.1, 298)","(204.1, 210.0, 112)","(162.8, 168.7, 112)"
CHEMFAB,"(207.0, 213.9, 10)","(213.9, 220.8, 67)","(220.8, 227.7, 123)","(227.7, 234.6, 131)","(234.6, 241.5, 86)","(241.5, 248.4, 32)","(248.4, 255.3, 63)","(255.3, 262.2, 34)","(262.2, 269.1, 1)","(269.1, 276.0, 3)","(227.7, 234.6, 3)"
CHENNPETRO,"(289.0, 297.3, 200)","(297.3, 305.6, 300)","(305.6, 313.9, 146)","(313.9, 322.2, 241)","(322.2, 330.5, 586)","(330.5, 338.8, 625)","(338.8, 347.1, 829)","(347.1, 355.4, 323)","(355.4, 363.7, 446)","(363.7, 372.0, 58)","(338.8, 347.1, 58)"
CHOLAFIN,"(1372.0, 1410.9, 232)","(1410.9, 1449.8, 468)","(1449.8, 1488.7, 895)","(1488.7, 1527.6, 230)","(1527.6, 1566.5, 531)","(1566.5, 1605.4, 530)","(1605.4, 1644.3, 139)","(1644.3, 1683.2, 429)","(1683.2, 1722.1, 139)","(1722.1, 1761.0, 160)","(1449.8, 1488.7, 160)"
CHROMATIC,"(1.0, 1.2, 0)","(1.2, 1.4, 0)","(1.4, 1.6, 0)","(1.6, 1.8, 109)","(1.8, 2.0, 300)","(2.0, 2.2, 303)","(2.2, 2.4, 178)","(2.4, 2.6, 5)","(2.6, 2.8, 0)","(2.8, 3.0, 0)","(2.0, 2.2, 0)"
CIGNITITEC,"(229.0, 233.1, 12)","(233.1, 237.2, 49)","(237.2, 241.3, 240)","(241.3, 245.4, 125)","(245.4, 249.5, 74)","(249.5, 253.6, 146)","(253.6, 257.7, 111)","(257.7, 261.8, 91)","(261.8, 265.9, 56)","(265.9, 270.0, 64)","(237.2, 241.3, 64)"
CIMMCO,"(73.0, 75.7, 124)","(75.7, 78.4, 170)","(78.4, 81.1, 203)","(81.1, 83.8, 311)","(83.8, 86.5, 197)","(86.5, 89.2, 331)","(89.2, 91.9, 488)","(91.9, 94.6, 135)","(94.6, 97.3, 95)","(97.3, 100.0, 53)","(89.2, 91.9, 53)"
CINELINE,"(68.0, 70.0, 40)","(70.0, 72.0, 209)","(72.0, 74.0, 324)","(74.0, 76.0, 302)","(76.0, 78.0, 390)","(78.0, 80.0, 618)","(80.0, 82.0, 270)","(82.0, 84.0, 279)","(84.0, 86.0, 274)","(86.0, 88.0, 20)","(78.0, 80.0, 20)"
CINEVISTA,"(7.0, 7.5, 18)","(7.5, 8.0, 36)","(8.0, 8.5, 45)","(8.5, 9.0, 141)","(9.0, 9.5, 181)","(9.5, 10.0, 91)","(10.0, 10.5, 84)","(10.5, 11.0, 80)","(11.0, 11.5, 106)","(11.5, 12.0, 29)","(9.0, 9.5, 29)"
CIPLA,"(529.0, 538.3, 83)","(538.3, 547.6, 274)","(547.6, 556.9, 133)","(556.9, 566.2, 643)","(566.2, 575.5, 557)","(575.5, 584.8, 694)","(584.8, 594.1, 768)","(594.1, 603.4, 388)","(603.4, 612.7, 154)","(612.7, 622.0, 67)","(584.8, 594.1, 67)"
CLEDUCATE,"(166.0, 173.4, 37)","(173.4, 180.8, 130)","(180.8, 188.2, 246)","(188.2, 195.6, 390)","(195.6, 203.0, 796)","(203.0, 210.4, 767)","(210.4, 217.8, 211)","(217.8, 225.2, 600)","(225.2, 232.6, 90)","(232.6, 240.0, 24)","(195.6, 203.0, 24)"
CLNINDIA,"(523.0, 529.7, 78)","(529.7, 536.4, 374)","(536.4, 543.1, 645)","(543.1, 549.8, 627)","(549.8, 556.5, 450)","(556.5, 563.2, 341)","(563.2, 569.9, 171)","(569.9, 576.6, 54)","(576.6, 583.3, 141)","(583.3, 590.0, 51)","(536.4, 543.1, 51)"
CMICABLES,"(207.0, 223.5, 412)","(223.5, 240.0, 823)","(240.0, 256.5, 784)","(256.5, 273.0, 53)","(273.0, 289.5, 41)","(289.5, 306.0, 148)","(306.0, 322.5, 226)","(322.5, 339.0, 286)","(339.0, 355.5, 211)","(355.5, 372.0, 175)","(223.5, 240.0, 175)"
CNOVAPETRO,"(28.0, 29.4, 21)","(29.4, 30.8, 29)","(30.8, 32.2, 50)","(32.2, 33.6, 125)","(33.6, 35.0, 255)","(35.0, 36.4, 206)","(36.4, 37.8, 102)","(37.8, 39.2, 10)","(39.2, 40.6, 2)","(40.6, 42.0, 1)","(33.6, 35.0, 1)"
COALINDIA,"(265.0, 270.0, 303)","(270.0, 275.0, 746)","(275.0, 280.0, 701)","(280.0, 285.0, 483)","(285.0, 290.0, 449)","(290.0, 295.0, 404)","(295.0, 300.0, 132)","(300.0, 305.0, 138)","(305.0, 310.0, 329)","(310.0, 315.0, 70)","(270.0, 275.0, 70)"
COCHINSHIP,"(481.0, 487.4, 87)","(487.4, 493.8, 115)","(493.8, 500.2, 102)","(500.2, 506.6, 321)","(506.6, 513.0, 595)","(513.0, 519.4, 458)","(519.4, 525.8, 940)","(525.8, 532.2, 586)","(532.2, 538.6, 385)","(538.6, 545.0, 158)","(519.4, 525.8, 158)"
COFFEEDAY,"(288.0, 294.8, 187)","(294.8, 301.6, 467)","(301.6, 308.4, 1187)","(308.4, 315.2, 510)","(315.2, 322.0, 202)","(322.0, 328.8, 92)","(328.8, 335.6, 347)","(335.6, 342.4, 324)","(342.4, 349.2, 296)","(349.2, 356.0, 24)","(301.6, 308.4, 24)"
COLPAL,"(1023.0, 1034.9, 168)","(1034.9, 1046.8, 929)","(1046.8, 1058.7, 444)","(1058.7, 1070.6, 43)","(1070.6, 1082.5, 52)","(1082.5, 1094.4, 409)","(1094.4, 1106.3, 1131)","(1106.3, 1118.2, 439)","(1118.2, 1130.1, 63)","(1130.1, 1142.0, 78)","(1094.4, 1106.3, 78)"
COMPINFO,"(35.0, 36.7, 139)","(36.7, 38.4, 259)","(38.4, 40.1, 570)","(40.1, 41.8, 391)","(41.8, 43.5, 565)","(43.5, 45.2, 432)","(45.2, 46.9, 60)","(46.9, 48.6, 44)","(48.6, 50.3, 144)","(50.3, 52.0, 25)","(38.4, 40.1, 25)"
COMPUSOFT,"(10.0, 10.7, 0)","(10.7, 11.4, 175)","(11.4, 12.1, 179)","(12.1, 12.8, 488)","(12.8, 13.5, 420)","(13.5, 14.2, 354)","(14.2, 14.9, 239)","(14.9, 15.6, 218)","(15.6, 16.3, 48)","(16.3, 17.0, 19)","(12.1, 12.8, 19)"
CONCOR,"(1172.0, 1197.0, 322)","(1197.0, 1222.0, 214)","(1222.0, 1247.0, 544)","(1247.0, 1272.0, 566)","(1272.0, 1297.0, 404)","(1297.0, 1322.0, 547)","(1322.0, 1347.0, 372)","(1347.0, 1372.0, 413)","(1372.0, 1397.0, 216)","(1397.0, 1422.0, 157)","(1247.0, 1272.0, 157)"
CONSOFINVT,"(58.0, 59.6, 1)","(59.6, 61.2, 33)","(61.2, 62.8, 69)","(62.8, 64.4, 92)","(64.4, 66.0, 200)","(66.0, 67.6, 192)","(67.6, 69.2, 88)","(69.2, 70.8, 30)","(70.8, 72.4, 26)","(72.4, 74.0, 5)","(64.4, 66.0, 5)"
CONTROLPR,"(415.0, 420.4, 30)","(420.4, 425.8, 48)","(425.8, 431.2, 260)","(431.2, 436.6, 400)","(436.6, 442.0, 477)","(442.0, 447.4, 407)","(447.4, 452.8, 423)","(452.8, 458.2, 108)","(458.2, 463.6, 163)","(463.6, 469.0, 131)","(436.6, 442.0, 131)"
CORALFINAC,"(27.0, 28.6, 153)","(28.6, 30.2, 173)","(30.2, 31.8, 680)","(31.8, 33.4, 519)","(33.4, 35.0, 199)","(35.0, 36.6, 183)","(36.6, 38.2, 320)","(38.2, 39.8, 193)","(39.8, 41.4, 140)","(41.4, 43.0, 93)","(30.2, 31.8, 93)"
CORDSCABLE,"(74.0, 77.0, 95)","(77.0, 80.0, 151)","(80.0, 83.0, 254)","(83.0, 86.0, 245)","(86.0, 89.0, 172)","(89.0, 92.0, 622)","(92.0, 95.0, 236)","(95.0, 98.0, 238)","(98.0, 101.0, 87)","(101.0, 104.0, 20)","(89.0, 92.0, 20)"
COROMANDEL,"(434.0, 448.5, 244)","(448.5, 463.0, 397)","(463.0, 477.5, 106)","(477.5, 492.0, 254)","(492.0, 506.5, 86)","(506.5, 521.0, 666)","(521.0, 535.5, 1348)","(535.5, 550.0, 439)","(550.0, 564.5, 184)","(564.5, 579.0, 10)","(521.0, 535.5, 10)"
CORPBANK,"(28.0, 28.6, 111)","(28.6, 29.2, 160)","(29.2, 29.8, 575)","(29.8, 30.4, 619)","(30.4, 31.0, 815)","(31.0, 31.6, 651)","(31.6, 32.2, 482)","(32.2, 32.8, 160)","(32.8, 33.4, 73)","(33.4, 34.0, 7)","(30.4, 31.0, 7)"
COSMOFILMS,"(239.0, 244.6, 65)","(244.6, 250.2, 214)","(250.2, 255.8, 109)","(255.8, 261.4, 130)","(261.4, 267.0, 459)","(267.0, 272.6, 331)","(272.6, 278.2, 1300)","(278.2, 283.8, 381)","(283.8, 289.4, 250)","(289.4, 295.0, 68)","(272.6, 278.2, 68)"
COUNCODOS,"(2.0, 2.2, 0)","(2.2, 2.4, 0)","(2.4, 2.6, 7)","(2.6, 2.8, 36)","(2.8, 3.0, 123)","(3.0, 3.2, 301)","(3.2, 3.4, 79)","(3.4, 3.6, 43)","(3.6, 3.8, 16)","(3.8, 4.0, 25)","(3.0, 3.2, 25)"
CREATIVEYE,"(3.0, 3.2, 0)","(3.2, 3.4, 0)","(3.4, 3.6, 0)","(3.6, 3.8, 4)","(3.8, 4.0, 15)","(4.0, 4.2, 14)","(4.2, 4.4, 1)","(4.4, 4.6, 0)","(4.6, 4.8, 0)","(4.8, 5.0, 0)","(3.8, 4.0, 0)"
CREST,"(181.0, 185.5, 93)","(185.5, 190.0, 163)","(190.0, 194.5, 56)","(194.5, 199.0, 131)","(199.0, 203.5, 246)","(203.5, 208.0, 386)","(208.0, 212.5, 515)","(212.5, 217.0, 280)","(217.0, 221.5, 71)","(221.5, 226.0, 8)","(208.0, 212.5, 8)"
CRISIL,"(1772.0, 1793.7, 293)","(1793.7, 1815.4, 216)","(1815.4, 1837.1, 53)","(1837.1, 1858.8, 140)","(1858.8, 1880.5, 213)","(1880.5, 1902.2, 406)","(1902.2, 1923.9, 383)","(1923.9, 1945.6, 625)","(1945.6, 1967.3, 1131)","(1967.3, 1989.0, 156)","(1945.6, 1967.3, 156)"
CROMPTON,"(219.0, 222.4, 65)","(222.4, 225.8, 251)","(225.8, 229.2, 601)","(229.2, 232.6, 868)","(232.6, 236.0, 1074)","(236.0, 239.4, 438)","(239.4, 242.8, 177)","(242.8, 246.2, 102)","(246.2, 249.6, 162)","(249.6, 253.0, 12)","(232.6, 236.0, 12)"
CTE,"(58.0, 60.1, 54)","(60.1, 62.2, 127)","(62.2, 64.3, 125)","(64.3, 66.4, 342)","(66.4, 68.5, 75)","(68.5, 70.6, 99)","(70.6, 72.7, 59)","(72.7, 74.8, 87)","(74.8, 76.9, 104)","(76.9, 79.0, 25)","(64.3, 66.4, 25)"
CUB,"(166.0, 168.8, 76)","(168.8, 171.6, 199)","(171.6, 174.4, 269)","(174.4, 177.2, 484)","(177.2, 180.0, 558)","(180.0, 182.8, 1289)","(182.8, 185.6, 359)","(185.6, 188.4, 302)","(188.4, 191.2, 202)","(191.2, 194.0, 3)","(180.0, 182.8, 3)"
CUBEXTUB,"(18.0, 18.9, 19)","(18.9, 19.8, 39)","(19.8, 20.7, 66)","(20.7, 21.6, 78)","(21.6, 22.5, 66)","(22.5, 23.4, 74)","(23.4, 24.3, 67)","(24.3, 25.2, 67)","(25.2, 26.1, 14)","(26.1, 27.0, 2)","(20.7, 21.6, 2)"
CUMMINSIND,"(697.0, 708.4, 40)","(708.4, 719.8, 212)","(719.8, 731.2, 281)","(731.2, 742.6, 556)","(742.6, 754.0, 701)","(754.0, 765.4, 673)","(765.4, 776.8, 389)","(776.8, 788.2, 573)","(788.2, 799.6, 191)","(799.6, 811.0, 135)","(742.6, 754.0, 135)"
CUPID,"(234.0, 243.7, 221)","(243.7, 253.4, 167)","(253.4, 263.1, 132)","(263.1, 272.8, 387)","(272.8, 282.5, 846)","(282.5, 292.2, 921)","(292.2, 301.9, 563)","(301.9, 311.6, 178)","(311.6, 321.3, 27)","(321.3, 331.0, 4)","(282.5, 292.2, 4)"
CURATECH,"(5.0, 5.1, 0)","(5.1, 5.2, 0)","(5.2, 5.3, 0)","(5.3, 5.4, 0)","(5.4, 5.5, 0)","(5.5, 5.6, 1)","(5.6, 5.7, 0)","(5.7, 5.8, 0)","(5.8, 5.9, 0)","(5.9, 6.0, 0)","(5.5, 5.6, 0)"
CYBERMEDIA,"(10.0, 10.8, 5)","(10.8, 11.6, 39)","(11.6, 12.4, 28)","(12.4, 13.2, 27)","(13.2, 14.0, 5)","(14.0, 14.8, 14)","(14.8, 15.6, 6)","(15.6, 16.4, 19)","(16.4, 17.2, 6)","(17.2, 18.0, 3)","(10.8, 11.6, 3)"
CYBERTECH,"(55.0, 56.8, 50)","(56.8, 58.6, 147)","(58.6, 60.4, 101)","(60.4, 62.2, 267)","(62.2, 64.0, 278)","(64.0, 65.8, 103)","(65.8, 67.6, 164)","(67.6, 69.4, 485)","(69.4, 71.2, 304)","(71.2, 73.0, 84)","(67.6, 69.4, 84)"
CYIENT,"(619.0, 645.8, 1421)","(645.8, 672.6, 863)","(672.6, 699.4, 322)","(699.4, 726.2, 160)","(726.2, 753.0, 173)","(753.0, 779.8, 136)","(779.8, 806.6, 57)","(806.6, 833.4, 329)","(833.4, 860.2, 193)","(860.2, 887.0, 91)","(619.0, 645.8, 91)"
DAAWAT,"(82.0, 83.7, 65)","(83.7, 85.4, 137)","(85.4, 87.1, 596)","(87.1, 88.8, 563)","(88.8, 90.5, 471)","(90.5, 92.2, 474)","(92.2, 93.9, 567)","(93.9, 95.6, 653)","(95.6, 97.3, 155)","(97.3, 99.0, 74)","(93.9, 95.6, 74)"
DABUR,"(315.0, 321.8, 377)","(321.8, 328.6, 882)","(328.6, 335.4, 296)","(335.4, 342.2, 421)","(342.2, 349.0, 430)","(349.0, 355.8, 130)","(355.8, 362.6, 405)","(362.6, 369.4, 380)","(369.4, 376.2, 399)","(376.2, 383.0, 37)","(321.8, 328.6, 37)"
DALMIABHA,"(2588.0, 2639.1, 38)","(2639.1, 2690.2, 181)","(2690.2, 2741.3, 401)","(2741.3, 2792.4, 606)","(2792.4, 2843.5, 344)","(2843.5, 2894.6, 1008)","(2894.6, 2945.7, 559)","(2945.7, 2996.8, 232)","(2996.8, 3047.9, 294)","(3047.9, 3099.0, 90)","(2843.5, 2894.6, 90)"
DALMIASUG,"(56.0, 61.1, 142)","(61.1, 66.2, 1070)","(66.2, 71.3, 1025)","(71.3, 76.4, 456)","(76.4, 81.5, 531)","(81.5, 86.6, 24)","(86.6, 91.7, 60)","(91.7, 96.8, 31)","(96.8, 101.9, 124)","(101.9, 107.0, 130)","(61.1, 66.2, 130)"
DAMODARIND,"(111.0, 116.2, 59)","(116.2, 121.4, 67)","(121.4, 126.6, 182)","(126.6, 131.8, 308)","(131.8, 137.0, 742)","(137.0, 142.2, 359)","(142.2, 147.4, 222)","(147.4, 152.6, 52)","(152.6, 157.8, 71)","(157.8, 163.0, 11)","(131.8, 137.0, 11)"
DATAMATICS,"(102.0, 105.8, 270)","(105.8, 109.6, 269)","(109.6, 113.4, 297)","(113.4, 117.2, 715)","(117.2, 121.0, 496)","(121.0, 124.8, 407)","(124.8, 128.6, 585)","(128.6, 132.4, 263)","(132.4, 136.2, 167)","(136.2, 140.0, 115)","(113.4, 117.2, 115)"
DBCORP,"(273.0, 282.8, 161)","(282.8, 292.6, 135)","(292.6, 302.4, 576)","(302.4, 312.2, 466)","(312.2, 322.0, 1392)","(322.0, 331.8, 525)","(331.8, 341.6, 221)","(341.6, 351.4, 38)","(351.4, 361.2, 1)","(361.2, 371.0, 0)","(312.2, 322.0, 0)"
DBL,"(941.0, 968.7, 462)","(968.7, 996.4, 763)","(996.4, 1024.1, 272)","(1024.1, 1051.8, 5)","(1051.8, 1079.5, 1)","(1079.5, 1107.2, 67)","(1107.2, 1134.9, 232)","(1134.9, 1162.6, 1349)","(1162.6, 1190.3, 506)","(1190.3, 1218.0, 95)","(1134.9, 1162.6, 95)"
