SYMBOL,INTERVAL NO. 1,INTERVAL NO. 2,INTERVAL NO. 3,INTERVAL NO. 4,INTERVAL NO. 5,INTERVAL NO. 6,INTERVAL NO. 7,INTERVAL NO. 8,INTERVAL NO. 9,INTERVAL NO. 10,MAX FREQ.
JBCHEPHARM,"(281.0, 286.6, 130)","(286.6, 292.2, 280)","(292.2, 297.8, 133)","(297.8, 303.4, 291)","(303.4, 309.0, 383)","(309.0, 314.6, 935)","(314.6, 320.2, 802)","(320.2, 325.8, 560)","(325.8, 331.4, 48)","(331.4, 337.0, 11)","(309.0, 314.6, 935)"
JKCEMENT,"(930.0, 941.9, 131)","(941.9, 953.8, 219)","(953.8, 965.7, 646)","(965.7, 977.6, 297)","(977.6, 989.5, 323)","(989.5, 1001.4, 694)","(1001.4, 1013.3, 884)","(1013.3, 1025.2, 250)","(1025.2, 1037.1, 33)","(1037.1, 1049.0, 129)","(1001.4, 1013.3, 884)"
JKIL,"(262.0, 267.5, 52)","(267.5, 273.0, 94)","(273.0, 278.5, 275)","(278.5, 284.0, 674)","(284.0, 289.5, 824)","(289.5, 295.0, 466)","(295.0, 300.5, 602)","(300.5, 306.0, 344)","(306.0, 311.5, 86)","(311.5, 317.0, 21)","(284.0, 289.5, 824)"
JBFIND,"(75.0, 83.0, 129)","(83.0, 91.0, 284)","(91.0, 99.0, 637)","(99.0, 107.0, 906)","(107.0, 115.0, 634)","(115.0, 123.0, 108)","(123.0, 131.0, 13)","(131.0, 139.0, 196)","(139.0, 147.0, 295)","(147.0, 155.0, 160)","(99.0, 107.0, 906)"
JKLAKSHMI,"(377.0, 388.1, 185)","(388.1, 399.2, 203)","(399.2, 410.3, 468)","(410.3, 421.4, 966)","(421.4, 432.5, 816)","(432.5, 443.6, 593)","(443.6, 454.7, 288)","(454.7, 465.8, 134)","(465.8, 476.9, 13)","(476.9, 488.0, 2)","(410.3, 421.4, 966)"
JKTYRE,"(141.0, 144.0, 129)","(144.0, 147.0, 308)","(147.0, 150.0, 408)","(150.0, 153.0, 643)","(153.0, 156.0, 677)","(156.0, 159.0, 318)","(159.0, 162.0, 300)","(162.0, 165.0, 722)","(165.0, 168.0, 181)","(168.0, 171.0, 21)","(162.0, 165.0, 722)"
JMFINANCIL,"(116.0, 119.5, 117)","(119.5, 123.0, 82)","(123.0, 126.5, 234)","(126.5, 130.0, 269)","(130.0, 133.5, 465)","(133.5, 137.0, 1126)","(137.0, 140.5, 1130)","(140.5, 144.0, 207)","(144.0, 147.5, 64)","(147.5, 151.0, 10)","(137.0, 140.5, 1130)"
JSWENERGY,"(68.0, 69.9, 95)","(69.9, 71.8, 414)","(71.8, 73.7, 213)","(73.7, 75.6, 501)","(75.6, 77.5, 163)","(77.5, 79.4, 497)","(79.4, 81.3, 745)","(81.3, 83.2, 599)","(83.2, 85.1, 393)","(85.1, 87.0, 86)","(79.4, 81.3, 745)"
JSWSTEEL,"(277.0, 283.6, 109)","(283.6, 290.2, 439)","(290.2, 296.8, 532)","(296.8, 303.4, 369)","(303.4, 310.0, 462)","(310.0, 316.6, 423)","(316.6, 323.2, 542)","(323.2, 329.8, 648)","(329.8, 336.4, 98)","(336.4, 343.0, 90)","(323.2, 329.8, 648)"
JAGRAN,"(156.0, 157.9, 14)","(157.9, 159.8, 119)","(159.8, 161.7, 313)","(161.7, 163.6, 578)","(163.6, 165.5, 633)","(165.5, 167.4, 731)","(167.4, 169.3, 385)","(169.3, 171.2, 244)","(171.2, 173.1, 425)","(173.1, 175.0, 106)","(165.5, 167.4, 731)"
JAICORPLTD,"(123.0, 127.8, 48)","(127.8, 132.6, 346)","(132.6, 137.4, 411)","(137.4, 142.2, 477)","(142.2, 147.0, 271)","(147.0, 151.8, 759)","(151.8, 156.6, 279)","(156.6, 161.4, 662)","(161.4, 166.2, 388)","(166.2, 171.0, 68)","(147.0, 151.8, 759)"
JISLJALEQS,"(100.0, 101.9, 16)","(101.9, 103.8, 56)","(103.8, 105.7, 382)","(105.7, 107.6, 506)","(107.6, 109.5, 371)","(109.5, 111.4, 308)","(111.4, 113.3, 1084)","(113.3, 115.2, 560)","(115.2, 117.1, 404)","(117.1, 119.0, 24)","(111.4, 113.3, 1084)"
JPASSOCIAT,"(13.0, 14.0, 6)","(14.0, 15.0, 315)","(15.0, 16.0, 116)","(16.0, 17.0, 97)","(17.0, 18.0, 398)","(18.0, 19.0, 275)","(19.0, 20.0, 1429)","(20.0, 21.0, 894)","(21.0, 22.0, 184)","(22.0, 23.0, 1)","(19.0, 20.0, 1429)"
JPPOWER,"(3.0, 3.5, 0)","(3.5, 4.0, 811)","(4.0, 4.5, 857)","(4.5, 5.0, 802)","(5.0, 5.5, 706)","(5.5, 6.0, 173)","(6.0, 6.5, 198)","(6.5, 7.0, 103)","(7.0, 7.5, 56)","(7.5, 8.0, 0)","(4.0, 4.5, 857)"
J%26KBANK,"(51.0, 52.6, 67)","(52.6, 54.2, 422)","(54.2, 55.8, 171)","(55.8, 57.4, 360)","(57.4, 59.0, 1107)","(59.0, 60.6, 974)","(60.6, 62.2, 426)","(62.2, 63.8, 65)","(63.8, 65.4, 48)","(65.4, 67.0, 25)","(57.4, 59.0, 1107)"
JETAIRWAYS,"(425.0, 457.6, 131)","(457.6, 490.2, 231)","(490.2, 522.8, 312)","(522.8, 555.4, 84)","(555.4, 588.0, 22)","(588.0, 620.6, 849)","(620.6, 653.2, 1158)","(653.2, 685.8, 267)","(685.8, 718.4, 488)","(718.4, 751.0, 177)","(620.6, 653.2, 1158)"
JINDALPOLY,"(237.0, 249.5, 85)","(249.5, 262.0, 19)","(262.0, 274.5, 316)","(274.5, 287.0, 311)","(287.0, 299.5, 104)","(299.5, 312.0, 101)","(312.0, 324.5, 670)","(324.5, 337.0, 1285)","(337.0, 349.5, 475)","(349.5, 362.0, 194)","(324.5, 337.0, 1285)"
JINDALSAW,"(94.0, 98.4, 193)","(98.4, 102.8, 90)","(102.8, 107.2, 99)","(107.2, 111.6, 13)","(111.6, 116.0, 290)","(116.0, 120.4, 323)","(120.4, 124.8, 1087)","(124.8, 129.2, 917)","(129.2, 133.6, 574)","(133.6, 138.0, 121)","(120.4, 124.8, 1087)"
JSLHISAR,"(154.0, 158.6, 183)","(158.6, 163.2, 232)","(163.2, 167.8, 234)","(167.8, 172.4, 351)","(172.4, 177.0, 616)","(177.0, 181.6, 753)","(181.6, 186.2, 487)","(186.2, 190.8, 329)","(190.8, 195.4, 409)","(195.4, 200.0, 110)","(177.0, 181.6, 753)"
JSL,"(74.0, 77.5, 25)","(77.5, 81.0, 294)","(81.0, 84.5, 286)","(84.5, 88.0, 716)","(88.0, 91.5, 1004)","(91.5, 95.0, 629)","(95.0, 98.5, 244)","(98.5, 102.0, 98)","(102.0, 105.5, 225)","(105.5, 109.0, 172)","(88.0, 91.5, 1004)"
JINDALSTEL,"(206.0, 211.9, 50)","(211.9, 217.8, 91)","(217.8, 223.7, 172)","(223.7, 229.6, 505)","(229.6, 235.5, 661)","(235.5, 241.4, 232)","(241.4, 247.3, 495)","(247.3, 253.2, 744)","(253.2, 259.1, 507)","(259.1, 265.0, 257)","(247.3, 253.2, 744)"
JCHAC,"(2259.0, 2308.9, 105)","(2308.9, 2358.8, 94)","(2358.8, 2408.7, 143)","(2408.7, 2458.6, 289)","(2458.6, 2508.5, 628)","(2508.5, 2558.4, 611)","(2558.4, 2608.3, 542)","(2608.3, 2658.2, 478)","(2658.2, 2708.1, 137)","(2708.1, 2758.0, 71)","(2458.6, 2508.5, 628)"
JUBLFOOD,"(1971.0, 2040.6, 241)","(2040.6, 2110.2, 297)","(2110.2, 2179.8, 340)","(2179.8, 2249.4, 39)","(2249.4, 2319.0, 180)","(2319.0, 2388.6, 513)","(2388.6, 2458.2, 520)","(2458.2, 2527.8, 963)","(2527.8, 2597.4, 450)","(2597.4, 2667.0, 170)","(2458.2, 2527.8, 963)"
JUBILANT,"(749.0, 763.1, 15)","(763.1, 777.2, 103)","(777.2, 791.3, 40)","(791.3, 805.4, 426)","(805.4, 819.5, 879)","(819.5, 833.6, 759)","(833.6, 847.7, 599)","(847.7, 861.8, 550)","(861.8, 875.9, 206)","(875.9, 890.0, 130)","(805.4, 819.5, 879)"
JUSTDIAL,"(364.0, 376.6, 12)","(376.6, 389.2, 53)","(389.2, 401.8, 34)","(401.8, 414.4, 85)","(414.4, 427.0, 342)","(427.0, 439.6, 837)","(439.6, 452.2, 1247)","(452.2, 464.8, 744)","(464.8, 477.4, 298)","(477.4, 490.0, 59)","(439.6, 452.2, 1247)"
JYOTHYLAB,"(344.0, 356.1, 420)","(356.1, 368.2, 1203)","(368.2, 380.3, 1277)","(380.3, 392.4, 431)","(392.4, 404.5, 17)","(404.5, 416.6, 5)","(416.6, 428.7, 7)","(428.7, 440.8, 8)","(440.8, 452.9, 4)","(452.9, 465.0, 5)","(368.2, 380.3, 1277)"
KPRMILL,"(629.0, 637.6, 249)","(637.6, 646.2, 590)","(646.2, 654.8, 333)","(654.8, 663.4, 403)","(663.4, 672.0, 489)","(672.0, 680.6, 256)","(680.6, 689.2, 260)","(689.2, 697.8, 345)","(697.8, 706.4, 401)","(706.4, 715.0, 107)","(637.6, 646.2, 590)"
KNRCON,"(276.0, 282.4, 76)","(282.4, 288.8, 491)","(288.8, 295.2, 773)","(295.2, 301.6, 361)","(301.6, 308.0, 424)","(308.0, 314.4, 425)","(314.4, 320.8, 374)","(320.8, 327.2, 657)","(327.2, 333.6, 103)","(333.6, 340.0, 6)","(288.8, 295.2, 773)"
KPIT,"(206.0, 212.0, 149)","(212.0, 218.0, 204)","(218.0, 224.0, 905)","(224.0, 230.0, 639)","(230.0, 236.0, 431)","(236.0, 242.0, 72)","(242.0, 248.0, 272)","(248.0, 254.0, 331)","(254.0, 260.0, 339)","(260.0, 266.0, 366)","(218.0, 224.0, 905)"
KRBL,"(431.0, 444.3, 1640)","(444.3, 457.6, 886)","(457.6, 470.9, 353)","(470.9, 484.2, 123)","(484.2, 497.5, 341)","(497.5, 510.8, 102)","(510.8, 524.1, 80)","(524.1, 537.4, 128)","(537.4, 550.7, 28)","(550.7, 564.0, 7)","(431.0, 444.3, 1640)"
KAJARIACER,"(503.0, 512.4, 41)","(512.4, 521.8, 83)","(521.8, 531.2, 198)","(531.2, 540.6, 168)","(540.6, 550.0, 600)","(550.0, 559.4, 375)","(559.4, 568.8, 1074)","(568.8, 578.2, 877)","(578.2, 587.6, 227)","(587.6, 597.0, 61)","(559.4, 568.8, 1074)"
KALPATPOWR,"(442.0, 448.6, 57)","(448.6, 455.2, 160)","(455.2, 461.8, 405)","(461.8, 468.4, 379)","(468.4, 475.0, 618)","(475.0, 481.6, 550)","(481.6, 488.2, 670)","(488.2, 494.8, 470)","(494.8, 501.4, 259)","(501.4, 508.0, 35)","(481.6, 488.2, 670)"
KANSAINER,"(455.0, 462.5, 65)","(462.5, 470.0, 85)","(470.0, 477.5, 57)","(477.5, 485.0, 344)","(485.0, 492.5, 1008)","(492.5, 500.0, 610)","(500.0, 507.5, 954)","(507.5, 515.0, 505)","(515.0, 522.5, 53)","(522.5, 530.0, 10)","(485.0, 492.5, 1008)"
KTKBANK,"(108.0, 110.5, 3)","(110.5, 113.0, 194)","(113.0, 115.5, 285)","(115.5, 118.0, 675)","(118.0, 120.5, 896)","(120.5, 123.0, 733)","(123.0, 125.5, 584)","(125.5, 128.0, 268)","(128.0, 130.5, 11)","(130.5, 133.0, 62)","(118.0, 120.5, 896)"
KARURVYSYA,"(96.0, 97.4, 49)","(97.4, 98.8, 192)","(98.8, 100.2, 584)","(100.2, 101.6, 648)","(101.6, 103.0, 357)","(103.0, 104.4, 666)","(104.4, 105.8, 507)","(105.8, 107.2, 482)","(107.2, 108.6, 141)","(108.6, 110.0, 79)","(103.0, 104.4, 666)"
KSCL,"(457.0, 466.7, 83)","(466.7, 476.4, 141)","(476.4, 486.1, 699)","(486.1, 495.8, 437)","(495.8, 505.5, 584)","(505.5, 515.2, 434)","(515.2, 524.9, 209)","(524.9, 534.6, 636)","(534.6, 544.3, 383)","(544.3, 554.0, 92)","(476.4, 486.1, 699)"
KEC,"(378.0, 384.6, 206)","(384.6, 391.2, 584)","(391.2, 397.8, 430)","(397.8, 404.4, 423)","(404.4, 411.0, 679)","(411.0, 417.6, 622)","(417.6, 424.2, 340)","(424.2, 430.8, 192)","(430.8, 437.4, 160)","(437.4, 444.0, 72)","(404.4, 411.0, 679)"
KESORAMIND,"(101.0, 104.2, 110)","(104.2, 107.4, 148)","(107.4, 110.6, 217)","(110.6, 113.8, 155)","(113.8, 117.0, 877)","(117.0, 120.2, 1051)","(120.2, 123.4, 508)","(123.4, 126.6, 416)","(126.6, 129.8, 148)","(129.8, 133.0, 65)","(117.0, 120.2, 1051)"
KITEX,"(222.0, 226.4, 140)","(226.4, 230.8, 450)","(230.8, 235.2, 465)","(235.2, 239.6, 1049)","(239.6, 244.0, 725)","(244.0, 248.4, 295)","(248.4, 252.8, 353)","(252.8, 257.2, 41)","(257.2, 261.6, 45)","(261.6, 266.0, 27)","(235.2, 239.6, 1049)"
KOLTEPATIL,"(294.0, 300.0, 118)","(300.0, 306.0, 240)","(306.0, 312.0, 200)","(312.0, 318.0, 601)","(318.0, 324.0, 840)","(324.0, 330.0, 778)","(330.0, 336.0, 412)","(336.0, 342.0, 349)","(342.0, 348.0, 108)","(348.0, 354.0, 11)","(318.0, 324.0, 840)"
KOTAKBANK,"(1030.0, 1057.5, 567)","(1057.5, 1085.0, 395)","(1085.0, 1112.5, 649)","(1112.5, 1140.0, 346)","(1140.0, 1167.5, 605)","(1167.5, 1195.0, 222)","(1195.0, 1222.5, 88)","(1222.5, 1250.0, 355)","(1250.0, 1277.5, 282)","(1277.5, 1305.0, 206)","(1085.0, 1112.5, 649)"
KWALITY,"(45.0, 50.7, 935)","(50.7, 56.4, 864)","(56.4, 62.1, 626)","(62.1, 67.8, 84)","(67.8, 73.5, 0)","(73.5, 79.2, 0)","(79.2, 84.9, 432)","(84.9, 90.6, 477)","(90.6, 96.3, 114)","(96.3, 102.0, 178)","(45.0, 50.7, 935)"
L%26TFH,"(151.0, 154.4, 128)","(154.4, 157.8, 390)","(157.8, 161.2, 456)","(161.2, 164.6, 551)","(164.6, 168.0, 491)","(168.0, 171.4, 522)","(171.4, 174.8, 535)","(174.8, 178.2, 206)","(178.2, 181.6, 334)","(181.6, 185.0, 100)","(161.2, 164.6, 551)"
LTTS,"(1148.0, 1171.1, 224)","(1171.1, 1194.2, 384)","(1194.2, 1217.3, 401)","(1217.3, 1240.4, 786)","(1240.4, 1263.5, 426)","(1263.5, 1286.6, 395)","(1286.6, 1309.7, 505)","(1309.7, 1332.8, 320)","(1332.8, 1355.9, 219)","(1355.9, 1379.0, 37)","(1217.3, 1240.4, 786)"
LICHSGFIN,"(478.0, 487.4, 120)","(487.4, 496.8, 199)","(496.8, 506.2, 415)","(506.2, 515.6, 351)","(515.6, 525.0, 589)","(525.0, 534.4, 191)","(534.4, 543.8, 363)","(543.8, 553.2, 734)","(553.2, 562.6, 558)","(562.6, 572.0, 191)","(543.8, 553.2, 734)"
LAXMIMACH,"(6224.0, 6539.6, 506)","(6539.6, 6855.2, 556)","(6855.2, 7170.8, 137)","(7170.8, 7486.4, 313)","(7486.4, 7802.0, 788)","(7802.0, 8117.6, 219)","(8117.6, 8433.2, 106)","(8433.2, 8748.8, 250)","(8748.8, 9064.4, 370)","(9064.4, 9380.0, 225)","(7486.4, 7802.0, 788)"
LAKSHVILAS,"(88.0, 90.0, 258)","(90.0, 92.0, 573)","(92.0, 94.0, 520)","(94.0, 96.0, 809)","(96.0, 98.0, 573)","(98.0, 100.0, 400)","(100.0, 102.0, 331)","(102.0, 104.0, 137)","(104.0, 106.0, 87)","(106.0, 108.0, 1)","(94.0, 96.0, 809)"
LTI,"(1280.0, 1327.0, 145)","(1327.0, 1374.0, 741)","(1374.0, 1421.0, 1317)","(1421.0, 1468.0, 200)","(1468.0, 1515.0, 273)","(1515.0, 1562.0, 308)","(1562.0, 1609.0, 335)","(1609.0, 1656.0, 249)","(1656.0, 1703.0, 123)","(1703.0, 1750.0, 14)","(1374.0, 1421.0, 1317)"
LT,"(1263.0, 1279.1, 221)","(1279.1, 1295.2, 349)","(1295.2, 1311.3, 616)","(1311.3, 1327.4, 348)","(1327.4, 1343.5, 254)","(1343.5, 1359.6, 341)","(1359.6, 1375.7, 958)","(1375.7, 1391.8, 434)","(1391.8, 1407.9, 191)","(1407.9, 1424.0, 8)","(1359.6, 1375.7, 958)"
LAURUSLABS,"(458.0, 467.0, 59)","(467.0, 476.0, 62)","(476.0, 485.0, 122)","(485.0, 494.0, 73)","(494.0, 503.0, 491)","(503.0, 512.0, 1627)","(512.0, 521.0, 421)","(521.0, 530.0, 349)","(530.0, 539.0, 230)","(539.0, 548.0, 78)","(503.0, 512.0, 1627)"
LUPIN,"(729.0, 740.3, 113)","(740.3, 751.6, 249)","(751.6, 762.9, 272)","(762.9, 774.2, 756)","(774.2, 785.5, 720)","(785.5, 796.8, 719)","(796.8, 808.1, 462)","(808.1, 819.4, 308)","(819.4, 830.7, 110)","(830.7, 842.0, 8)","(762.9, 774.2, 756)"
MASFIN,"(553.0, 561.5, 313)","(561.5, 570.0, 86)","(570.0, 578.5, 293)","(578.5, 587.0, 200)","(587.0, 595.5, 173)","(595.5, 604.0, 271)","(604.0, 612.5, 418)","(612.5, 621.0, 681)","(621.0, 629.5, 317)","(629.5, 638.0, 18)","(612.5, 621.0, 681)"
MMTC,"(30.0, 31.7, 226)","(31.7, 33.4, 85)","(33.4, 35.1, 201)","(35.1, 36.8, 64)","(36.8, 38.5, 335)","(38.5, 40.2, 407)","(40.2, 41.9, 395)","(41.9, 43.6, 1223)","(43.6, 45.3, 624)","(45.3, 47.0, 148)","(41.9, 43.6, 1223)"
MOIL,"(180.0, 184.1, 43)","(184.1, 188.2, 176)","(188.2, 192.3, 96)","(192.3, 196.4, 541)","(196.4, 200.5, 631)","(200.5, 204.6, 427)","(204.6, 208.7, 423)","(208.7, 212.8, 700)","(212.8, 216.9, 413)","(216.9, 221.0, 256)","(208.7, 212.8, 700)"
MRF,"(68745.0, 70013.1, 370)","(70013.1, 71281.2, 483)","(71281.2, 72549.3, 333)","(72549.3, 73817.4, 166)","(73817.4, 75085.5, 355)","(75085.5, 76353.6, 427)","(76353.6, 77621.7, 550)","(77621.7, 78889.8, 555)","(78889.8, 80157.9, 358)","(80157.9, 81426.0, 102)","(77621.7, 78889.8, 555)"
MAGMA,"(140.0, 145.3, 62)","(145.3, 150.6, 299)","(150.6, 155.9, 402)","(155.9, 161.2, 597)","(161.2, 166.5, 438)","(166.5, 171.8, 431)","(171.8, 177.1, 901)","(177.1, 182.4, 150)","(182.4, 187.7, 124)","(187.7, 193.0, 6)","(171.8, 177.1, 901)"
MGL,"(850.0, 869.7, 214)","(869.7, 889.4, 594)","(889.4, 909.1, 597)","(909.1, 928.8, 504)","(928.8, 948.5, 23)","(948.5, 968.2, 256)","(968.2, 987.9, 405)","(987.9, 1007.6, 240)","(1007.6, 1027.3, 689)","(1027.3, 1047.0, 186)","(1007.6, 1027.3, 689)"
MTNL,"(16.0, 16.7, 29)","(16.7, 17.4, 203)","(17.4, 18.1, 130)","(18.1, 18.8, 292)","(18.8, 19.5, 657)","(19.5, 20.2, 1112)","(20.2, 20.9, 986)","(20.9, 21.6, 198)","(21.6, 22.3, 83)","(22.3, 23.0, 0)","(19.5, 20.2, 1112)"
M%26MFIN,"(410.0, 422.4, 199)","(422.4, 434.8, 494)","(434.8, 447.2, 392)","(447.2, 459.6, 156)","(459.6, 472.0, 149)","(472.0, 484.4, 308)","(484.4, 496.8, 444)","(496.8, 509.2, 820)","(509.2, 521.6, 603)","(521.6, 534.0, 146)","(496.8, 509.2, 820)"
M%26M,"(703.0, 721.5, 111)","(721.5, 740.0, 789)","(740.0, 758.5, 492)","(758.5, 777.0, 276)","(777.0, 795.5, 401)","(795.5, 814.0, 361)","(814.0, 832.5, 104)","(832.5, 851.0, 117)","(851.0, 869.5, 844)","(869.5, 888.0, 226)","(851.0, 869.5, 844)"
MAHINDCIE,"(204.0, 208.8, 186)","(208.8, 213.6, 287)","(213.6, 218.4, 443)","(218.4, 223.2, 525)","(223.2, 228.0, 675)","(228.0, 232.8, 165)","(232.8, 237.6, 90)","(237.6, 242.4, 980)","(242.4, 247.2, 172)","(247.2, 252.0, 147)","(237.6, 242.4, 980)"
MHRIL,"(272.0, 279.0, 257)","(279.0, 286.0, 253)","(286.0, 293.0, 277)","(293.0, 300.0, 609)","(300.0, 307.0, 578)","(307.0, 314.0, 248)","(314.0, 321.0, 319)","(321.0, 328.0, 223)","(328.0, 335.0, 413)","(335.0, 342.0, 474)","(293.0, 300.0, 609)"
MANAPPURAM,"(101.0, 104.0, 371)","(104.0, 107.0, 569)","(107.0, 110.0, 318)","(110.0, 113.0, 99)","(113.0, 116.0, 210)","(116.0, 119.0, 460)","(119.0, 122.0, 936)","(122.0, 125.0, 406)","(125.0, 128.0, 262)","(128.0, 131.0, 79)","(119.0, 122.0, 936)"
MRPL,"(100.0, 102.0, 9)","(102.0, 104.0, 52)","(104.0, 106.0, 438)","(106.0, 108.0, 744)","(108.0, 110.0, 590)","(110.0, 112.0, 629)","(112.0, 114.0, 380)","(114.0, 116.0, 305)","(116.0, 118.0, 332)","(118.0, 120.0, 224)","(106.0, 108.0, 744)"
MANPASAND,"(356.0, 364.2, 212)","(364.2, 372.4, 273)","(372.4, 380.6, 609)","(380.6, 388.8, 881)","(388.8, 397.0, 315)","(397.0, 405.2, 501)","(405.2, 413.4, 300)","(413.4, 421.6, 232)","(421.6, 429.8, 140)","(429.8, 438.0, 226)","(380.6, 388.8, 881)"
MARICO,"(300.0, 304.8, 327)","(304.8, 309.6, 205)","(309.6, 314.4, 633)","(314.4, 319.2, 723)","(319.2, 324.0, 968)","(324.0, 328.8, 644)","(328.8, 333.6, 136)","(333.6, 338.4, 23)","(338.4, 343.2, 39)","(343.2, 348.0, 9)","(319.2, 324.0, 968)"
MARKSANS,"(25.0, 26.4, 4)","(26.4, 27.8, 163)","(27.8, 29.2, 114)","(29.2, 30.6, 80)","(30.6, 32.0, 509)","(32.0, 33.4, 328)","(33.4, 34.8, 1105)","(34.8, 36.2, 1114)","(36.2, 37.6, 213)","(37.6, 39.0, 75)","(34.8, 36.2, 1114)"
MARUTI,"(8581.0, 8657.9, 135)","(8657.9, 8734.8, 844)","(8734.8, 8811.7, 661)","(8811.7, 8888.6, 447)","(8888.6, 8965.5, 190)","(8965.5, 9042.4, 249)","(9042.4, 9119.3, 462)","(9119.3, 9196.2, 329)","(9196.2, 9273.1, 228)","(9273.1, 9350.0, 171)","(8657.9, 8734.8, 844)"
MFSL,"(420.0, 431.2, 168)","(431.2, 442.4, 500)","(442.4, 453.6, 246)","(453.6, 464.8, 914)","(464.8, 476.0, 214)","(476.0, 487.2, 308)","(487.2, 498.4, 188)","(498.4, 509.6, 419)","(509.6, 520.8, 632)","(520.8, 532.0, 118)","(453.6, 464.8, 914)"
MAXINDIA,"(79.0, 80.8, 289)","(80.8, 82.6, 470)","(82.6, 84.4, 647)","(84.4, 86.2, 1106)","(86.2, 88.0, 90)","(88.0, 89.8, 202)","(89.8, 91.6, 224)","(91.6, 93.4, 191)","(93.4, 95.2, 231)","(95.2, 97.0, 111)","(84.4, 86.2, 1106)"
MCLEODRUSS,"(137.0, 140.3, 67)","(140.3, 143.6, 298)","(143.6, 146.9, 241)","(146.9, 150.2, 471)","(150.2, 153.5, 655)","(153.5, 156.8, 732)","(156.8, 160.1, 503)","(160.1, 163.4, 439)","(163.4, 166.7, 205)","(166.7, 170.0, 19)","(153.5, 156.8, 732)"
MERCK,"(1470.0, 1549.4, 1984)","(1549.4, 1628.8, 54)","(1628.8, 1708.2, 3)","(1708.2, 1787.6, 123)","(1787.6, 1867.0, 83)","(1867.0, 1946.4, 279)","(1946.4, 2025.8, 47)","(2025.8, 2105.2, 188)","(2105.2, 2184.6, 509)","(2184.6, 2264.0, 208)","(1470.0, 1549.4, 1984)"
MINDTREE,"(757.0, 791.3, 557)","(791.3, 825.6, 811)","(825.6, 859.9, 694)","(859.9, 894.2, 258)","(894.2, 928.5, 51)","(928.5, 962.8, 13)","(962.8, 997.1, 142)","(997.1, 1031.4, 650)","(1031.4, 1065.7, 425)","(1065.7, 1100.0, 114)","(791.3, 825.6, 811)"
MINDACORP,"(170.0, 173.8, 27)","(173.8, 177.6, 413)","(177.6, 181.4, 858)","(181.4, 185.2, 1071)","(185.2, 189.0, 645)","(189.0, 192.8, 256)","(192.8, 196.6, 262)","(196.6, 200.4, 108)","(200.4, 204.2, 34)","(204.2, 208.0, 8)","(181.4, 185.2, 1071)"
MINDAIND,"(974.0, 996.6, 29)","(996.6, 1019.2, 53)","(1019.2, 1041.8, 80)","(1041.8, 1064.4, 620)","(1064.4, 1087.0, 611)","(1087.0, 1109.6, 365)","(1109.6, 1132.2, 1113)","(1132.2, 1154.8, 711)","(1154.8, 1177.4, 24)","(1177.4, 1200.0, 66)","(1109.6, 1132.2, 1113)"
MOTHERSUMI,"(301.0, 306.9, 133)","(306.9, 312.8, 565)","(312.8, 318.7, 477)","(318.7, 324.6, 155)","(324.6, 330.5, 23)","(330.5, 336.4, 266)","(336.4, 342.3, 896)","(342.3, 348.2, 620)","(348.2, 354.1, 323)","(354.1, 360.0, 256)","(336.4, 342.3, 896)"
MOTILALOFS,"(918.0, 943.9, 296)","(943.9, 969.8, 400)","(969.8, 995.7, 468)","(995.7, 1021.6, 654)","(1021.6, 1047.5, 803)","(1047.5, 1073.4, 171)","(1073.4, 1099.3, 32)","(1099.3, 1125.2, 230)","(1125.2, 1151.1, 366)","(1151.1, 1177.0, 271)","(1021.6, 1047.5, 803)"
MPHASIS,"(811.0, 842.9, 328)","(842.9, 874.8, 1072)","(874.8, 906.7, 540)","(906.7, 938.6, 514)","(938.6, 970.5, 124)","(970.5, 1002.4, 535)","(1002.4, 1034.3, 379)","(1034.3, 1066.2, 95)","(1066.2, 1098.1, 71)","(1098.1, 1130.0, 50)","(842.9, 874.8, 1072)"
MUTHOOTFIN,"(364.0, 373.5, 71)","(373.5, 383.0, 322)","(383.0, 392.5, 276)","(392.5, 402.0, 469)","(402.0, 411.5, 260)","(411.5, 421.0, 131)","(421.0, 430.5, 493)","(430.5, 440.0, 898)","(440.0, 449.5, 671)","(449.5, 459.0, 116)","(430.5, 440.0, 898)"
NATCOPHARM,"(703.0, 715.7, 85)","(715.7, 728.4, 187)","(728.4, 741.1, 73)","(741.1, 753.8, 87)","(753.8, 766.5, 216)","(766.5, 779.2, 708)","(779.2, 791.9, 709)","(791.9, 804.6, 832)","(804.6, 817.3, 453)","(817.3, 830.0, 354)","(791.9, 804.6, 832)"
NBCC,"(97.0, 109.0, 1153)","(109.0, 121.0, 1)","(121.0, 133.0, 0)","(133.0, 145.0, 0)","(145.0, 157.0, 0)","(157.0, 169.0, 0)","(169.0, 181.0, 0)","(181.0, 193.0, 579)","(193.0, 205.0, 788)","(205.0, 217.0, 1186)","(205.0, 217.0, 1186)"
NCC,"(106.0, 109.1, 93)","(109.1, 112.2, 23)","(112.2, 115.3, 15)","(115.3, 118.4, 179)","(118.4, 121.5, 720)","(121.5, 124.6, 401)","(124.6, 127.7, 651)","(127.7, 130.8, 794)","(130.8, 133.9, 628)","(133.9, 137.0, 203)","(127.7, 130.8, 794)"
